run,task,partition,threshold,n,tp,fp,tn,fn,accuracy,balanced_accuracy,sensitivity,specificity,positive_precision,positive_f1,n_predicted_positive,is_primary_selected,is_secondary_selected
full_multimodal,er,val,0.91,159,0,0,34,125,0.2138364779874214,0.5,0.0,1.0,0.0,0.0,0,False,False
full_multimodal,er,val,0.92,159,0,0,34,125,0.2138364779874214,0.5,0.0,1.0,0.0,0.0,0,False,False
full_multimodal,er,val,0.93,159,0,0,34,125,0.2138364779874214,0.5,0.0,1.0,0.0,0.0,0,False,False
full_multimodal,er,val,0.94,159,0,0,34,125,0.2138364779874214,0.5,0.0,1.0,0.0,0.0,0,False,False
full_multimodal,er,val,0.95,159,0,0,34,125,0.2138364779874214,0.5,0.0,1.0,0.0,0.0,0,False,False
full_multimodal,er,val,0.96,159,0,0,34,125,0.2138364779874214,0.5,0.0,1.0,0.0,0.0,0,False,False
full_multimodal,er,val,0.97,159,0,0,34,125,0.2138364779874214,0.5,0.0,1.0,0.0,0.0,0,False,False
full_multimodal,er,val,0.98,159,0,0,34,125,0.2138364779874214,0.5,0.0,1.0,0.0,0.0,0,False,False
full_multimodal,er,val,0.99,159,0,0,34,125,0.2138364779874214,0.5,0.0,1.0,0.0,0.0,0,False,False
full_multimodal,pr,val,0.01,158,108,50,0,0,0.6835443037974683,0.5,1.0,0.0,0.6835443037974683,0.8120300751879699,158,False,False
full_multimodal,pr,val,0.02,158,108,50,0,0,0.6835443037974683,0.5,1.0,0.0,0.6835443037974683,0.8120300751879699,158,False,False
full_multimodal,pr,val,0.03,158,108,50,0,0,0.6835443037974683,0.5,1.0,0.0,0.6835443037974683,0.8120300751879699,158,False,False
full_multimodal,pr,val,0.04,158,108,50,0,0,0.6835443037974683,0.5,1.0,0.0,0.6835443037974683,0.8120300751879699,158,False,False
full_multimodal,pr,val,0.05,158,108,50,0,0,0.6835443037974683,0.5,1.0,0.0,0.6835443037974683,0.8120300751879699,158,False,False
full_multimodal,pr,val,0.06,158,108,50,0,0,0.6835443037974683,0.5,1.0,0.0,0.6835443037974683,0.8120300751879699,158,False,False
full_multimodal,pr,val,0.07,158,108,50,0,0,0.6835443037974683,0.5,1.0,0.0,0.6835443037974683,0.8120300751879699,158,False,False
full_multimodal,pr,val,0.08,158,108,50,0,0,0.6835443037974683,0.5,1.0,0.0,0.6835443037974683,0.8120300751879699,158,False,False
full_multimodal,pr,val,0.09,158,108,50,0,0,0.6835443037974683,0.5,1.0,0.0,0.6835443037974683,0.8120300751879699,158,False,False
full_multimodal,pr,val,0.1,158,108,50,0,0,0.6835443037974683,0.5,1.0,0.0,0.6835443037974683,0.8120300751879699,158,False,False
full_multimodal,pr,val,0.11,158,108,50,0,0,0.6835443037974683,0.5,1.0,0.0,0.6835443037974683,0.8120300751879699,158,False,False
full_multimodal,pr,val,0.12,158,108,50,0,0,0.6835443037974683,0.5,1.0,0.0,0.6835443037974683,0.8120300751879699,158,False,False
full_multimodal,pr,val,0.13,158,108,50,0,0,0.6835443037974683,0.5,1.0,0.0,0.6835443037974683,0.8120300751879699,158,False,False
full_multimodal,pr,val,0.14,158,108,50,0,0,0.6835443037974683,0.5,1.0,0.0,0.6835443037974683,0.8120300751879699,158,False,False
full_multimodal,pr,val,0.15,158,108,50,0,0,0.6835443037974683,0.5,1.0,0.0,0.6835443037974683,0.8120300751879699,158,False,False
full_multimodal,pr,val,0.16,158,108,50,0,0,0.6835443037974683,0.5,1.0,0.0,0.6835443037974683,0.8120300751879699,158,False,False
full_multimodal,pr,val,0.17,158,108,50,0,0,0.6835443037974683,0.5,1.0,0.0,0.6835443037974683,0.8120300751879699,158,False,False
full_multimodal,pr,val,0.18,158,108,50,0,0,0.6835443037974683,0.5,1.0,0.0,0.6835443037974683,0.8120300751879699,158,False,False
full_multimodal,pr,val,0.19,158,108,50,0,0,0.6835443037974683,0.5,1.0,0.0,0.6835443037974683,0.8120300751879699,158,False,False
full_multimodal,pr,val,0.2,158,108,50,0,0,0.6835443037974683,0.5,1.0,0.0,0.6835443037974683,0.8120300751879699,158,False,False
full_multimodal,pr,val,0.21,158,107,49,1,1,0.6835443037974683,0.5053703703703704,0.9907407407407407,0.02,0.6858974358974359,0.8106060606060607,156,False,False
full_multimodal,pr,val,0.22,158,107,48,2,1,0.689873417721519,0.5153703703703704,0.9907407407407407,0.04,0.6903225806451613,0.8136882129277566,155,False,False
full_multimodal,pr,val,0.23,158,107,42,8,1,0.7278481012658228,0.5753703703703703,0.9907407407407407,0.16,0.7181208053691275,0.8326848249027237,149,False,False
full_multimodal,pr,val,0.24,158,105,30,20,3,0.7911392405063291,0.6861111111111111,0.9722222222222222,0.4,0.7777777777777778,0.8641975308641976,135,False,False
full_multimodal,pr,val,0.25,158,105,26,24,3,0.8164556962025317,0.7261111111111112,0.9722222222222222,0.48,0.8015267175572519,0.8786610878661087,131,False,False
full_multimodal,pr,val,0.26,158,105,26,24,3,0.8164556962025317,0.7261111111111112,0.9722222222222222,0.48,0.8015267175572519,0.8786610878661087,131,False,False
full_multimodal,pr,val,0.27,158,105,25,25,3,0.8227848101265823,0.7361111111111112,0.9722222222222222,0.5,0.8076923076923077,0.8823529411764707,130,False,False
full_multimodal,pr,val,0.28,158,105,25,25,3,0.8227848101265823,0.7361111111111112,0.9722222222222222,0.5,0.8076923076923077,0.8823529411764707,130,False,False
full_multimodal,pr,val,0.29,158,105,25,25,3,0.8227848101265823,0.7361111111111112,0.9722222222222222,0.5,0.8076923076923077,0.8823529411764707,130,False,False
full_multimodal,pr,val,0.3,158,105,25,25,3,0.8227848101265823,0.7361111111111112,0.9722222222222222,0.5,0.8076923076923077,0.8823529411764707,130,False,False
full_multimodal,pr,val,0.31,158,105,25,25,3,0.8227848101265823,0.7361111111111112,0.9722222222222222,0.5,0.8076923076923077,0.8823529411764707,130,False,False
full_multimodal,pr,val,0.32,158,105,23,27,3,0.8354430379746836,0.7561111111111112,0.9722222222222222,0.54,0.8203125,0.8898305084745762,128,False,False
full_multimodal,pr,val,0.33,158,104,22,28,4,0.8354430379746836,0.7614814814814814,0.9629629629629629,0.56,0.8253968253968254,0.8888888888888888,126,False,False
full_multimodal,pr,val,0.34,158,104,22,28,4,0.8354430379746836,0.7614814814814814,0.9629629629629629,0.56,0.8253968253968254,0.8888888888888888,126,False,False
full_multimodal,pr,val,0.35,158,104,21,29,4,0.8417721518987342,0.7714814814814814,0.9629629629629629,0.58,0.832,0.8927038626609441,125,False,False
full_multimodal,pr,val,0.36,158,103,19,31,5,0.8481012658227848,0.7868518518518519,0.9537037037037037,0.62,0.8442622950819673,0.8956521739130434,122,False,False
full_multimodal,pr,val,0.37,158,103,19,31,5,0.8481012658227848,0.7868518518518519,0.9537037037037037,0.62,0.8442622950819673,0.8956521739130434,122,False,False
full_multimodal,pr,val,0.38,158,103,19,31,5,0.8481012658227848,0.7868518518518519,0.9537037037037037,0.62,0.8442622950819673,0.8956521739130434,122,False,False
full_multimodal,pr,val,0.39,158,103,18,32,5,0.8544303797468354,0.7968518518518519,0.9537037037037037,0.64,0.8512396694214877,0.8995633187772927,121,False,False
full_multimodal,pr,val,0.4,158,103,18,32,5,0.8544303797468354,0.7968518518518519,0.9537037037037037,0.64,0.8512396694214877,0.8995633187772927,121,False,False
full_multimodal,pr,val,0.41,158,103,18,32,5,0.8544303797468354,0.7968518518518519,0.9537037037037037,0.64,0.8512396694214877,0.8995633187772927,121,False,False
full_multimodal,pr,val,0.42,158,103,18,32,5,0.8544303797468354,0.7968518518518519,0.9537037037037037,0.64,0.8512396694214877,0.8995633187772927,121,False,False
full_multimodal,pr,val,0.43,158,103,17,33,5,0.8607594936708861,0.8068518518518519,0.9537037037037037,0.66,0.8583333333333333,0.9035087719298245,120,False,False
full_multimodal,pr,val,0.44,158,103,17,33,5,0.8607594936708861,0.8068518518518519,0.9537037037037037,0.66,0.8583333333333333,0.9035087719298245,120,False,False
full_multimodal,pr,val,0.45,158,103,17,33,5,0.8607594936708861,0.8068518518518519,0.9537037037037037,0.66,0.8583333333333333,0.9035087719298245,120,False,False
full_multimodal,pr,val,0.46,158,103,17,33,5,0.8607594936708861,0.8068518518518519,0.9537037037037037,0.66,0.8583333333333333,0.9035087719298245,120,False,False
full_multimodal,pr,val,0.47,158,102,17,33,6,0.8544303797468354,0.8022222222222222,0.9444444444444444,0.66,0.8571428571428571,0.8986784140969163,119,False,False
full_multimodal,pr,val,0.48,158,102,17,33,6,0.8544303797468354,0.8022222222222222,0.9444444444444444,0.66,0.8571428571428571,0.8986784140969163,119,False,False
full_multimodal,pr,val,0.49,158,102,16,34,6,0.8607594936708861,0.8122222222222222,0.9444444444444444,0.68,0.864406779661017,0.9026548672566371,118,False,False
full_multimodal,pr,val,0.5,158,102,16,34,6,0.8607594936708861,0.8122222222222222,0.9444444444444444,0.68,0.864406779661017,0.9026548672566371,118,False,False
full_multimodal,pr,val,0.51,158,102,16,34,6,0.8607594936708861,0.8122222222222222,0.9444444444444444,0.68,0.864406779661017,0.9026548672566371,118,False,False
full_multimodal,pr,val,0.52,158,102,16,34,6,0.8607594936708861,0.8122222222222222,0.9444444444444444,0.68,0.864406779661017,0.9026548672566371,118,False,False
full_multimodal,pr,val,0.53,158,102,16,34,6,0.8607594936708861,0.8122222222222222,0.9444444444444444,0.68,0.864406779661017,0.9026548672566371,118,False,False
full_multimodal,pr,val,0.54,158,102,16,34,6,0.8607594936708861,0.8122222222222222,0.9444444444444444,0.68,0.864406779661017,0.9026548672566371,118,False,False
full_multimodal,pr,val,0.55,158,102,16,34,6,0.8607594936708861,0.8122222222222222,0.9444444444444444,0.68,0.864406779661017,0.9026548672566371,118,False,False
full_multimodal,pr,val,0.56,158,102,16,34,6,0.8607594936708861,0.8122222222222222,0.9444444444444444,0.68,0.864406779661017,0.9026548672566371,118,False,False
full_multimodal,pr,val,0.57,158,102,16,34,6,0.8607594936708861,0.8122222222222222,0.9444444444444444,0.68,0.864406779661017,0.9026548672566371,118,False,False
full_multimodal,pr,val,0.58,158,102,15,35,6,0.8670886075949367,0.8222222222222222,0.9444444444444444,0.7,0.8717948717948718,0.9066666666666667,117,False,False
